stars,text
1,"I went here while on vacation visiting my friend. Neither of us had been there before, but I know they have lots of locations on the west coast, so we gave it a try. 

The staff was totally rude. Before we went, we called to check the hours. The guy on the phone was patronizing and acted inconvenienced to have to give any information. 

The pizza was blah - totally generic and nothing special. If you're going to have mediocre food, you better have exceptional service. Double fail."
1,"Went last night to Whore Foods to get basics to make pizza with, most clutch to the process was a three pack of yeast. Low and behold, the dirty hippie kids they have working there again didn't put something in the bag.

And this time it was the yeast.

I love the food there, but the employees are nothing more than entitled hippie kids from Scottsdale who can't be bothered to do their goddamn jobs! I am so sick of this crap with this corporation. Maybe its a Phoenix thing, or maybe its the hiring and firing processes of Whore Foods, but I am done shopping at any Whore Foods. In a place like Phoenix, where you have alternatives such as Sprouts, you'd think Whore Foods would smarten up.

Or when you try to ask someone who works here where something is, and they just walk by with their nose high in the air. I understand its important to show your fellow dirt merchants that you're a super star, but I don't work with you, I contribute to your salary and over inflated set of benefits for a grocery clerk, so do your goddamn job. Useless little girl in need of a shower and orthodontist. 

But alas, Whore Foods and its dirty hippie employees have alienated yet another person with a job and a degree into hating everything that place stands for.

Oh yea, one other thing, take the concealed firearm prohibition off of your stores. It didn't stop Jared Loughner from doing something horrid, and all it does is alienate law abiding citizens from their Constitutional rights. I understand you think that only parts of the Constitution should apply, but honestly I think you need to pull your collective heads out of your ass and take a shower.

Useless motherf*&#$@s!"
1,"Had some time to kill before the Ultimate pleY Date Yelp event, and I'd wanted to share my love of Nobuo's Dark chocolate mousse with green tea ice cream and sugared orange peels with my happy-go-lucky cousin, who has never been here before, so we stopped by at 5:17p to find that Nobuo wouldn't open till 5:30p, so we waited outside in the comfortable patio.

After watching a couple of employees add lanterns to their outdoor umbrellaed tables, I noticed the ""OPEN"" sign on the front door, so we entered the resto, whereupon we were greeted warmly by a male host and shown to a two-top.  I didn't like the energy in that room, so I asked if we could sit elsewhere, and he said to choose wherever we wanted to sit.  We were the first customers, so we chose a four-top, knowing we wouldn't be taking up space for very long, anyway.  Glasses of water were delivered, and soon we met our female server (whose name on the receipt reflected ""Butai"").  When she laid down the menus, I told her we would only be having dessert and could we see the dessert menu?  I wished we had a video of the look she gave us, a look of pure distaste, as she gathered up the dinner and beverage menus and said ""We don't have dessert menus, as we only have two..."" and proceeded to tell us of the mousse and the almond-orange fritters.  She walked away, and as we loudly discussed about our losing our interest in dining there, she came back with napkins and utensils and asked if we decided what we were going to have.  I decided to forgo our server's very cold treatment and asked for the mousse.  After all, I'd already finished a glass of ice-cold water and cousin's phone needed recharging...  

When Butai placed our chocolate mousse http://www.yelp.com/biz_photos/0Buxoc0cRqjpvkezo3bqog?select=rK8m1rxl50PB69_c2YqQTg#rK8m1rxl50PB69_c2YqQTg on the table, I wanted to send it back.  Where was the lovely bowl and presentation of the last dessert I had here?  Was she serious in presenting us with this stale-looking mousse, with cracked edges and whose green tea ice cream had ice crystals on it?  I don't know about you, but the only times I've seen crystals on ice cream is when it has slightly melted and placed back in the freezer to re-freeze.  For me, seeing crystals on ice cream is a sign that it is old...  I brought the receptacle and showed it to the male host, who assured me that all of the mousse is made daily at 4:00a and seeing cracks and bubbles in the mousse is normal, so I decided we would go ahead and try it, if for nothing else but to have something to report here.  The dessert was definitely not up to par with the pretty bowl http://www.yelp.com/biz_photos/0Buxoc0cRqjpvkezo3bqog?select=o9jIksB-MObhCxoI_msekQ#o9jIksB-MObhCxoI_msekQ I had during our October OYE in taste and presentation, but it was OK.  The mousse was still cold and stiff, and it had a mouth-feel more of like thick chocolate ganache filling/icing on a cake- certainly not the silky-smooth chocolate decadence I knew it could be.  My cousin had to warm up to the dish, as the sound of chocolate and green tea together didn't seem like a great combo to her (I told her to trust me).  She also never enjoyed orange and chocolate together, but she liked it in this dessert.  

I understand that the knowledge of having to serve only dessert instead of dinner AND dessert, which translates to a higher table bill, can be a bit of a disappointment, but why must you show your displeasure to your guests?  Butai, you were lucky that my cousin even left you the change for a tip- she didn't want to give you anything, and you certainly didn't deserve it!  When I told other Yelp friends about the sub-par service and dessert we just had, one replied she didn't enjoy the last time we had apps here (I think it was around Halloween and First Friday?) either.  Cousin and I thought it very poor taste that our server gave us that awful, condescending look after finding out we were just going to have dessert; We didn't deserve that!  I am never going to recommend Nobuo to anyone, anymore.  I even promised my Japanese friend (who lives and works overseas) I'd treat her to a dining experience here when she comes to visit.  Guess I'll have to find another place to take her...  I don't want to risk getting the same treatment from Butai, or from another server should we come back here.  

Sorry, Nobuo, but I won't be returning."
1,"Have the owners from here ever even had a bagel from back east? Certainly doesn't taste like it, and they charge double what they do back east too. No thanks. The search for a good bagel continues, for now I'll just keep having them shipped straight from NJ."
1,"I enjoy falafels and my boyfriend really likes Gyros.  So, when we received a coupon for Daphne's Greek Café we were jazzed to go check it out.

What I noticed right away is it has kind of a fast-food sort of feel to it and I thought, OK, its catering to people on their lunch breaks.  However, the food itself is like Greek fast food for people who have never had anywhere near really Greek food before and so they wouldn't know any better.

The plates are astatically pleasing with everything arranged nice and neat.  This amounted to zilch to me.  When I got to eat, I want plenty of food and I want quality as appropriately expected from the type of establishment I am eating at.  

At Daphne's you get a few little thin slices of what may or may not be real gyro meat.  The falafel meat is little over fried disks.  That's right disks.  Not balls of falafel meat where the outside is slightly crunchy and the inside is meaty and moist.  The pita bread is not.  It's just some flat bread cut into little triangles.  The tzatziki sauce is ... what the heck is this stuff in this little 1 inch paper cup?  The vegetables were fresh.

There is more to complain about with this place, but you get the picture.  I'm thinking that anyone who likes it here just doesn't know what real Greek food is like."
1,"If only I where rating this place based on their sushi I would give it 5 stars.  But, I'm not  rating it based on the food.  It is purely based on the customer service in this establishment.  Be warned; if you have a large party this is NOT the place to go.  I've been in the restaurant industry for over 20 years and I have NEVER heard of a restaurant not splitting checks for large parties.  So for an over 500.00 bill they will take 15+ different forms of payment but won't split up the check by individuals or couples.  How does this make any sense.  To make matters worse; they bring out the sushi and I quote ""family style"".  Since when did sushi get served family style?  Here is the problem.  Sushi is expensive, not everyone at the table ate it and when served ""family style"" someone else may get what you ordered and you won't have a clue it even made it to the table.  We spent over 40 minutes trying to figure out this bill, SERIOUSLY!  When I asked the manager her generic and obviously well rehearsed response was ""this is our company policy, we do not split checks for large parties"".  This is absurd.  So not only did we have a heck of a time figuring out the bill, I'm pretty sure no one really knew who had what and if they had added random things to the bill.  How could you know with that many people ordering????  I never received part of what I ordered yet it made it on that bill.  So here we have to pay it regardless of what we may or may not have received?  I understand that adding gratuity to a party this size is also common practice which I don't normally have a problem with but how about some EXCELLENT customer service in return.  If policy is no separate checks, at least tell everyone as they order or as a group that this will occur.  They said someone was told when the reservation was made.  The reservation was made for 25 people!  It would've taken 2 seconds to again relay this important piece of information.  Worst experience ever!"
1,Not a company to do business with ... From my experience !'
1,"Absolutely gross-  I'm just going to be bluntly honest- who the F cares what the food tastes like when the place looks like a frickin' dump?  It was so disgustingly dirty inside. Besides food, paper, trash- resting among the carpet- the tables were dirty, the bathroom was out of service and I feared touching anything as I was led to my seat... that's a problem.

I've actually never seen such a messy restaurant before. Let me also say that the restaurant was empty when we arrived, and was filthy when we walked in and was filthy when we left. 

Obviously no one that works at this restaurant cares about cleaning up between seatings. There's no excuse for a place to be disgusting like this. It's downright unsanitary. You serve food Valle Luna, you're a business Valle Luna- keep the place clean for heaven's sake."
1,"My wife and I were looking for a particular type of rose for our garden. We called this location and asked if they had it in stock and what the price was. They said they did and quoted us a price of $24.99 for a gallon sized plant. Good to go. We drive there and find the rose bush but it is listed as $44.99. So we go to the front and say that  we had called and driven 30 minutes to get this rose and we were told ""Oops...sometimes the  prices on my list up front right"". No sh!t Sherlock. So...will you honor the price quoted? NO. 

So we drove down the street to A And P Nursery on Baseline west of Lindsay and got the same size plant that they were selling for $44.99 for $16.99. 

Don't waste your time with these rip-off artists."
1,"Until they get their quality under control, we won't eat here except for lunch. We ate here last weekend and both had the roasted chicken. The problem was it tasted like it was basted in cinnamon and the sauce for the risotto had at least 10 whole peppercorns on each of our plates. I actually bit into to one before I realized that the sauce was just crawling with them. They could've strained them out, processed them in, whatever, just don't serve me a plate with a bunch of whole peppercorns. This tasted NOTHING like the previous visit when I ordered the same exact dish. When we finally let the management know that our food was unacceptable, he said the best he could do was a 20% discount. Well. we  weren't looking for a free or discounted meal, but rather some acknowledgement that they actually cared about the food. That never happened. Unless something changes, the burgers are decent and that is about it."
1,"when i worked in retail my paycheck was spent before i got paid. therefore, i relied heavily on coupons and splitting meals w all of my other poor college friends.

well, i hit the jackpot. $15 coupon for a FEAST. the picture on the coupon showed everything we would get: a huge steak, shrimp, and lobster PLUS 2 sides. there were 3 of us- this was PLENTY. 

it was prom night too so we were initally fooled with how popular it was. popular for prom girls with light up clear shoes (not even lying), if that says anything about the crowd for you...

our waitress stops by our booth and just stares at us. one of my friend kinda looks around at me and our other friend, then back at the waitress. 'ill have a diet coke?'

then our waitress writes it down and doesn't say anything but looks at my other friend.

i lost it and started laughing. why isn't she talking to us? this is so weird. 

we ended up asking for a different waitress, then found out the coupon was a big fat liar. you didn't get all of that. it just says you do but you don't. the food ended up being nasty. probably one of the worst meals ive ever had. 

as we're leaving susy talks a lot waitress trips over my friend and it was all too awkward bc i couldn't control laughing. 

awful food, awful service, AND the bathrooms were some of the grossest i had ever been in. 

if wal-mart ran a restaurant, this would be it."
1,"IHOP is barely a step up from Denny's in terms of boring chain food. Last night was the first time I ever had dinner there, and it tasted like squishy, mushy cardboard. The food took forever even though there were only three tables in the place with customers.

The reason I gave it two stars instead of you is because the breakfasts are pretty good. I don't mind them except the omlettes which are way too oily. The coffee is almost bad, but the waitresses always look happy.

[update April 2, 2011]

Why'd I go back? I hate this place now. We went today for the first time we have all had a chance to go out together for breakfast. I was excited to do this and was eager. I should've stayed home.

My wife got a waffle with her combo that was cold, tasted like cardboard, and was crunchy. The bacon my wife and child ordered was burnt, crispy and did not look like bacon at all.

My sausage (I always upgrade to turkey sausage since the regular pork kid here is vomit worth) was totally cold. I sent it back and complained. I think she microwaved my plate. 

Their coffee is always burnt so I got an iced coffee. She said they had Mocha, Vanilla, or Hazelnut. I asked if they just had a regular coffee flavored one... she said yes, and brought me disgusting hazelnut (glad I'm not allergic!!)

Ok now it's three hours later. My daughter laid on the floor whining about how bad her stomach hurts, I've been to the bathroom twice and my wife is asleep because she said if she didn't lay down, she would puke. Seriously.

The management (district managers) really need to care enough to read YELP.  They remodeled the outside of this place and, I guess, spent all their money to make it look pretty so we'd forget they serve dogfood."
1,"Rude, rude, rude. I will *never* go back to this place. I don't normally carry cash and when I went to pick up my son's pants for his recital that night, I was in a little bit of a jam (they only take cash or checks). When I suggested they might put this on the claim ticket, or at least mention it when people drop off their clothes, the owner pointed to an itty bitty sign and told me ""we have signs everywhere."" The owner was hostile and argumentative and just didn't care about what I had to say. Then he hovered over me while my son tried his pants on, like I was going to steal something (the place is TINY). I went to an ATM and pulled out cash, it wasn't that big of a deal, but this place has no customer service skills whatsoever. I won't ever go there again. Steer clear."
1,"This place is a freaking joke. Expect an overcrowded waiting room and at minimum an hour wait. They see children but there is nothing in the waiting room to entertain them so they are all screaming and crying. There's not even room for a stroller. Horrible, horrible experience!"
1,"NOTE: This review concerns the Roberto's on Union Hills and 7th Ave. NOT the Roberto's in Anthem!


I am only giving it one star because I can't give it 0. Simply put i was very sick after dining there recently. This was the only meal I did not share with my family and therefor the only culprit to my food borne illness. I have enjoyed this place in the past but recently the quality has gone downhill. Now they are closed on Sunday's.

I wish i had read recent reviews on here before i had gone. they have slipped VERY far since there Diners Drive-ins and Dives days. 

the guy that both took my order and cooked my food was obviously drunk. sitting on his cellphone playing what appeared to be a video game when i walked in."
1,"Brought a group to Metro for brunch, made the reservation a month ago, called three days ago to update and ask to be outside and people arrived and were told there was no reservation. Finally spoke with the manager and had that sorted out but when I asked for our tables outside and they couldn't accommodate. 

Having the bartender wait on a party of 18 was idiotic. Not enough menus, slow, horrible drinks, no silverware, soup was burnt-how do you burn soup??? Attempting to fix the situation with beignets was a nice attempt until we heard the server swearing about having to deal with us. 

I host events all over the valley and never have I experienced service as horrible as I did at Metro. 

They have recently changed management, unfortunately the great reviews I read when I made the reservation don't hold true anymore.

Update 11/8/2010
Since my first review I received a $50 gift certificate from the management of Metro.  I decided to go for dessert last Friday night with 5 of my friends.  I knew I couldn't just go with one other person, it had to be a group to show what they could do.  

We arrived at 9:15 and were seated on the patio.  I met the general manager and she was pleasant enough, I never saw her again.  There was no one seated inside and the patio was half full.

Jesse greeted us and was the most attentive and understanding server when two guests needed to return their drinks to the bar because they were not made properly - it was a specialty drink from their cocktail menu.

We ordered beignets, apple bread pudding and triple chocolate delight.  The beignets and apple bread pudding were good.  The triple chocolate delight had absolutely no chocolate flavor at all.

Jesse was by far an excellent server and if you go ask to be seated in his section."
1,"I suppose you could just put me in the ""box"" with ""Luis T"" on 3.20.10...because if i didnt know any better, his could have been my entry.. So i was here this week.  Let me start by saying i have been giving Los Dos Molinos my  business for almost 20 years now, and each year that goes by i find myself saying that i am going to cease my patronage.  I will save the stories from the recent years and why i've been feeling this way, and give you just the specifics from my most recent visit:  If you want to make the rule that there are ""No Split Checks"" then can you AT THE VERY LEAST get with the current times and make the bill somewhat decipherable?  We had a large party, and were quite promptly advised there were no split checks, yet at the end of the night we were left with a ribbon of calculator tape with ONLY prices, and no correlation with actual menu items...so we had to cross reference the menu to figure out what the heck all the itemizations correlated to.   And by the end of it, we pretty much gave up and just guessed at what each person should contribute because the receipt may have just as well been in morse code.  Ok, im getting ahead of myself..Its one thing if you have subpar service and the restaurant is slammed, understaffed, there is a MLB baseball game or NBA basketball game, or concert going on...This was not the case.  We were the ONLY table inside the restaurant and the service absolutely sucked.  How many times must one flag down the server for (take your pick) A;  refill on chips B: refill on ice water and C:(most importantly since the drinks are marked up 300%) a FRESH DRINK!!! Oh yes and D: Check please.  We had to look over our shoulders for A , B, C, and D.  When our table collectively decided the service was ridiculous we decided the tip would reflect that, and then we realized an 18% gratuity was included...well no wonder.  When that is the case, there is NO incentive for decent service!! We brought several items to the attention of the bald headed caucasian man who may have been a manager of some sort but his severe lack of customer service skills merely resulted in him stating in a childish voice ""They are complaining about the service"" to an audience that didnt exist.  Damn right! and damn right we will take our business elsewhere.  Grandma Chavez is rolling in her grave! you should be ashamed!"
1,"Other than the really great happy hour prices, its hit or miss with this place. More often a miss. :(

The food is less than average, the drinks NOT strong ( at least they are inexpensive) , but the service is truly hit or miss.

I'll pass."
1,This place is over priced and the service is horrible. I went there with my feiends and the server was very rude and degrading!
1,"OMG! I am so frustrated at this store, I have never met such an incompetent group of people in my entire shopping life. 

First, I called Fry's Electronics to check to see if they had a specific GPS model that worked in Europe. I called because I live at 115th Ave and Buckeye which is about 20miles from the nearest store. The call center informed me they did not carry that model but listed about 10 other GPS with maps of Europe. I asked again those models have maps of Europe? ""Yes and Australia too"". And you have those models in stock? ""Yes."" What is the price range? ""$100 to $300"". Thank you. FIRST MISINFORMATION! 

So I drove to  30th Ave and Thunderbird, talked with ""GPS Specialist"" (which apparently means nothing) and he (Jared) informed me they did not have any GPS units with European maps!! He said the call center ""is a bunch of retards"" and that those were all last years models. 

Then he called someone and looked at several GPS Units. When he did not know  if the unit had European maps or not he GOOGLED them! (okay not confident in your product knowledge). Then he sold me a $260 unit with European maps. SECOND MISINFORMATION. 

I drove all the way home and the GPS did not have European maps! I had to buy them for another $100 which I could have done with a cheaper GPS.

So I drive back to Fry's. Speak with a Supervisor, they return my first GPS. I speak with the same sales rep (ya thats great). He says he figured out 25min after I left that he sold me the wrong product and none of their GPS have european maps. 

So I then buy the cheapest model that was could download European maps, according the the sales rep Garmin NUVI 50Lm for $129.  THIRD MISINFORMATION. Because according to the Garmin site the NUVI 40Lm is also compatible and cheaper. 

I then went home bought the $100 European map and couldn't download it to my GPS because there wasn't enough space available!!!

Now I have to buy a miniSD Card and a miniSD reader for my Mac book. Awesome. Great to know that the electronic store knows nothing about electronics!"
1,"Treated with complete disrespect. Worst service I have ever experienced.  After waiting to see the manager I was directed to an employee who committed slander towards me very loudly in front of everyone in the store. Then the manager stepped in, spoke robotically without listening and then was incredibly harsh in tone and told me to leave. He said, ""leave, get out, now"" 
****************Don't go to this store/don't use verizon******************"
1,"My rating is based on the fact that as a vegetarian, they charge $8 for a small mediocre bean burrito.  Maybe if this bean burrito were exceptionally good or large in size, but it was neither.  I'm not saying that if your idea of Mexican food is Chipolte, you will not find what you are looking for and be happy here. But if what you offer your vegetarian customers is deleting the meat and not adding anything else and charging full price, I can get MUCH BETTER elsewhere and pay way less.  

GRINGOS:  Take off the Chipolte blindfolds!  Go to a real Mexican restaurant and see what real food is supposed to taste like!"
1,"Wow... After eating sushi from across the nation i have to say Scottsdale's Geisha A Go Go has surprised me for an ultimate low. Andrew, the manager, reassured us that we had something wrong with our taste buds for not tasting how fresh the fish was here. Insulting to assume. Not recommended!!!!"
1,"Treachery! Seek it out:

Let me begin this review by saying that mine is not an indictment on this particular location but on every single P.F. Chang's I've had the misfortune of being dragged to.

P.F. Chang's is effectively the Cheesecake Factory of bad Chinese food, with the disadvantage of not being as capable of delivering passable food. They bill themselves as a ""gourmet"" Asian experience, which is a bit of a laugh when they turn around and sell you their equally horrible frozen entrées right from the convenience of your local Wal-Mart. Everything is bland, overcooked, and ridiculously priced. 

Once you've paid nearly $14 for their ""orange peel chicken"", you may privately hope to yourself that they might have the audacity to include some fried rice. This is your second mistake. Sadly, the bistro calls you on your bullshit. You get white or brown--fried rice is several dollars extra and not at all worth it.

Everything seems to be cooked just wrong--things that shouldn't be are too crispy, things that should be sauced are too dry, things that should taste good make you question the will of the gods, all the while you find there's no way to escape the treachery.

Things get more and more frustrating as you dig deeper: P.F. Changs, while sounding vaguely Asian, is a wholly American creation. It was founded by Paul Fleming (in Scottsdale, actually) with SOMEone with some Asian influence to spice it up a bit, named Philip Chiang. (They literally cut out the poor bastard's ""i"" so that it would ""fit on the signs better,"" or, as I like to believe, not scare away the flyover-states-white-folk so.) It's highly Americanized (and yes, I've had Chinese food in China, but I've also enjoyed great ""American Chinese"" food here) to the point of regrettable blandness and it is SO VERY EXPENSIVE you may find your credit score taking a ding after eating a plate of ""wok charred beef"", listed as one of the saltiest foods in America.

The decoration is clumsy and their famous inclusion of terra cotta warriors are literally symbols of death. From Jennifer 8 Lee's Fortune Cookie Chronicles:

'But not everyone finds the terra-cotta warriors charming. ""Chinese people would never put that in a restuarant,"" Jim told me, pointing at the statues. ""It's not lucky. It's something you put at a burial site! But in America, they think it's a Chinese thing."" From a Chinese perspective, P.F. Changs is decorated with death.'

Which is just fine, because everything there tastes like death anyway."
1,"I've been boycotting this store since 2009.  One afternoon after browsing for a while with my kids, I allowed my 10yo and 8yo to stay in the children's section to pick out a book to spend their allowance money on while I ran next door to TJ Maxx to buy the toddler a pair of shoes.  I'd been gone 30 minutes when I returned to find the horrid lady in the children's section had called the police on us.  She never asked the kids  their ages and didn't ask if they had a way to reach me (they did).  The police talked to them, realized they were perfectly well behaved consumers, and assured me I'd done nothing illegal.  Avoid like the plague."
1,"Ugh!!  

A 25 min wait greeted us before anyone recognized our presence.  We were offered complientary champaigne in consideration.  Who drinks champainge??

We were allowed to order wine prior to hearing of the chef's feast, which offers a wine pairing.  That's dumb.

We ordered a meat/cheese plate.  It contained head cheese.  Hmmmm.  Overpriced and oversalted.

30 min later our salads came.  The salads were ok and unfortunately the highlight of the meal.

35 min later our main course came.  Overcooked, uneventful, lame.

I can't drink alcohol and ordered water.  Twice I was left w/ no water for extended periods.  Both times I was foced to ask for water.

There were no hand towels in the unisex bathroom.  It's no fun to dry your hands using toilet paper.

The ""best"" part was saved for last.  Quiessence automatically adds an 18% gratuity, which is OK assuming the service is at least adequate.  It wasn't.  Further, as our waiter dropped the bill, he explained the 18% ""goes to the house"" and anything additional we might addd, though not required, is most appreciated.  Egad....why does the house need a service charge w/ the magnificent margins they charge for their normal food service?  And why do they put their staff in the position of shaking down their patrons for tips?

Although it's a very nice, calming setting, I found myself wanting to leave after the first appy.  Food, service and ancillary were simply terrible.  Stay away.  You'll spend your $175 for 2 much better most anywhere else."
1,"I will precede this lackluster review by stating the following:

1)I have only been to this place once.
2)I didn't get a chance to actually try the cuisine.
3)I am a sympathetic person to servers, as I have been one.

That being said, I give this place one star for reasons of poor service.

About six months ago, at around 4pm on a Sunday afternoon, we decided to eat at this place. The atmosphere was warm and cozy; typical college bar with college-aged waitresses.

We made sandwich selections and ordered happy hour beers. The beers came, the food never did, and we watched other patrons come in, eat, and leave.  All the while, our waitress never came by to give us an explanation or even get us another round of drinks (we got them ourselves from the bar). 

Since my bf and I both worked in food service, we are always sympathetic when we can see that a place is under-staffed.  But after an hour of waiting, we finally crossed the room to speak with our server. She said, ""I can't imagine it will be much longer."" I think the more professional approach would have been an apology and admitting to forgetting to put in our ticket, which is what we gathered when we saw her speaking frantically with the cook.

Where was the manager that day? Or someone who noticed that we sat there so long without our food or any communication at all?

We left money on the table for our beers and walked out. I guess there is a first time for everything."
1,"Hot Breakfast..........NOT, Again cold food when it supposed to be hot....people beware of this over price place and lack of care for the customer it seems that this is the way of doing business.

*** Again a nice place to visit but DO NOT EAT HERE.*** And DO NOT CARE!"
1,"4 stars for the place itself and it's food/coffee.
0 stars for the service, or lack there of.  My business partner and I were in town for a convention.  We heard we should check out Lola.  So we did.  We were excited.  The lady (I use the term loosely here) who took our order was LESS than patient OR helpful.  We asked a few questions.  She barely answered us, then when we had to repeat the question she was nothing short of annoyed.  An example.  We asked where we could get a glass or cup of water.  She mumbled something about the bar/table.  My partner walked over and saw no cups.  She came back and asked where the cups were.  On the table came an exasperated retort.  I walked over to inspect for myself.  There were no cups on the table.  So I kindly asked her if the cups should be on the table, if so there appeared to be none.  She said they are on the table, but *sigh* I'll go check, but I know they're there!  10 seconds later she comes out of the kitchen with a tube of cups.  IMAGINE THAT the customer was right.  I watched this lady serve other customers.  It appears that regulars are treated with a smile and courtesy and patience.  Newcomers or people she doesn't like are treated worse than the dirt on the bottom of her shoes.

My suggestion to management, adjust her attitude or get rid of her!  She is not good for business."
1,"No offense to everyone who gave this place 5 stars, but the Tempe Cinema staff needs a swift kick in the ass. During school hours, this place is regularly crawling with hooligan truants. Maybe those who run this theatre want to ensure they will have a steady stream of staffing options from the dropouts who use it as a hideout. Losers."
1,"What.  The.   Heck. ??    Be prepared for sticker shock!  I walked in, through the store, and made a hasty straight line back to exit.  And over and across the road to Crate & Barrel  - Ahhhhhh - much better!  Whew!"
1,"I can summarize this in one word.  YUCK!  We went for dinner/supper, which is part of the problem.  We ordered t-bone steak and chicken.  The salad bowl had a hole right through the plastic and the steak was way thin.  We ordered it medium and any steak that thin just ends up being cooked as ""well done"" anyway.  Everything comes with grease dripping hash browns whether you want them or not.  At least the staff was friendly enough and food (if you call it that) was served quickly.  My personal recommendation is that if you're not going to eat breakfast, go somewhere else."
1,"The service at this location is absolutely atrocious. I went to the Starbucks to get a Frappuccino, as I've done many times at this location without issue. The employee working the counter had an absolutely revolting tattoo near her collar bone and a scowl on her face. She asked me if I had a membership AFTER I had swiped my card, then said ""Too late,"" when I told her I had one.

Then, the idiot with the spiky blonde hair made me a Frappuccino that was basically brown water. I told her to make it again. She made it again, then informed me that she put extra shots of chocolate in it, and I should ask for extra chocolate if I don't want it to taste like water. I have never had a problem with the way my drink tasted until that day, but apparently the problem lies with me.

I'm not the one who chose a career in customer service. If the coffee slingers at this branch can't pretend to enjoy their jobs, they should be put out on the street."
1,"Every time I've been there they have messed up my order in some way. The first time I ordered a sonic blast w Carmel. They charged me for Carmel but there was none in it plus the bottom of the cup was busted and my ice cream was leaking out. The next I went I ordered a reese sonic blast and a snickers, they were both snickers. Very upset I haven't been back and I love that place."
1,"My husband and I have Been meaning to go in here and see if it was anything like hong kong gourmet, so yesterday for lunch we decided to give it a try. Huge mistake! The food was literally inedible, everything was either too cold or burnt to a char, nothing tasted good. We decided to try the desert and the cream puff (I'm unsure how you can mess that up) was petrified and the cream was so gross I spit it out. The smell of the flan actually made us gag, we had such an awful time I complained to the manager. She didn't even seem to care, and gave us 20% off of a lunch we didn't even eat. We were disgusted by this place, and we will never, ever go back. Don't do it, you will regret it!"
1,If you like the stuck up Scottsdale vibe this is a good place for you. The food isn't impressive. Nice outdoor seating.
1,"I signed up for Yelp just because of the poor service and being cheated out of money from Cafe Rio. I already voiced my complaint to the restaurant and to their website in writing, however I haven't received a phone call or email back.

I've visited this establishment twice and each time I go I receive very little toppings on my burrito or tacos. I understand that it's made to your order like Chiptole or Qdoba, but they'll add very little cheese or toppings on your food, which can cause you to request more. To save myself time and every yelpers eyes from reading this long story, the individual making my tacos was extremely frugal on the toppings on my tacos. She barely put any cheese on my 3 tacos and I simply requested that she could put a little more on the tacos. She did and when I went to pay for my order, I was charged an extra 95 cents for ""side cheese."" The issue isn't the money because eating at Cafe Rio can be expensive for a fast-food mexican restauant, but it's the principle of charging me extra after I said, ""can you please put a little more cheese on my taco."" 

This hasn't been the first time this happened, but a previous visit had the same result with the sauce on my burrito. I thought mexican food restaurants had gigantic burritos and generous size tacos, but Cafe Rio will charge you on top of your order if you don't like their skinny tacos.

All I ask for from Cafe Rio to acknowledge that when you add more toppings to what the cook's add to your food, that they say, ""this will be extra."" They do this at Chiptole and Qdoba, but Cafe Rio would rather screw you over at the end. 

I will not be visiting this establishment again. As I said, it's the principle as to why they charged me extra for this, not the money."
1,"One hour. That is how long we waited after ordering before we decided we would rather eat anywhere that wasn't here. A crushing, impressively underwhelming experience in lack of service.

We arrived, found we had free valet parking? With a teensy parking lot, this works, thank you. A good selection of indoor and outdoor seating? Also a plus. Setting expectations and/or taking care of waiting customers? FAIL.

On a beautiful AZ autumn morning we came here (tho we entered Rockerij). We asked to be re-seated outside because inside of Rockerij is dark as a tomb and had loud, conversation intruding, music. We were reseated by the fireplace, and a waiter came over shortly to take our order. Bam. So far so good...or so we thought. 30 Mins after placing our order, I ask another waiter to check on the status of our food and he cleverly asks about what we ordered (exactly)...so we think it is being taken care of. 40 MINS after placing our order, I have still only had my coffee refilled once...and had to flag down another waiter to inquire about the status of our food again, because our actual waiter is nowhere to be found and the previous ""drive-by"" waiter never returned. A few mins beyond that, this guy actually comes back and indicates that our order is nearly ready and should only be a few minutes longer. Shortly thereafter OUR waiter stops by with comments of: 

""I don't know why it's taking so long...""
and
""I put the ticket in right after I took your order...""

So...as a waiter...maybe it might be part of your job to check on the status of an order say...15mins after bringing it by the kitchen? Perchance? What do you think?

FIFTEEN (15 == few?) minutes later, we still had no food and I'd had quite enough. Out the door we went.

On a comical note: As we were outside (another 5 minute wait because the valet had our car either parked in Egypt somewhere or tandem?) our waiter came out to find us to let us know that our food was ready if we'd like to come back inside?

Oh R E A L L Y? The Clue-Delivery Train will be visiting you shortly. Facial cues you may want to look for in the future are:
1) the furrowed eyebrows
2) fuck-you facial expression
and
3) curling fists

It seems that we are not alone in this. Courtney W.'s review (10/14/12) is representative of what we experienced.

I am dumbfounded how they have any good reviews. There must be a serious drought of sit down restaurants in this part of town, because this crap would never fly where I live. I cannot tell you how much I am looking forward to NEVER COMING HERE AGAIN.

P.S. They own 3 restaurants apparently: Richardson's, Rokerij, and Dick's Hideaway...all right in the same area (Rokerij and Richardson's being attached). 

P.P.S. They all serve the same menu. It is NOT amazing. I have previously been to Dick's. Yes, it is good. No my socks did not come flying off.

P.P.P.S. ProTip: Drive down to Central Phoenix and go to Durant's, Portland's, Switch, or Fez. All of these places have exemplary service and food to match."
