year,month,day,hour,pm2.5,TEMP
2012,5,25,17,27.0,27.0
2012,5,25,18,31.0,25.0
2012,5,25,19,39.0,24.0
2012,5,25,20,42.0,22.0
2012,5,25,21,63.0,20.0
2012,5,25,22,83.0,19.0
2012,5,25,23,98.0,17.0
2012,5,26,0,99.0,17.0
2012,5,26,1,98.0,16.0
2012,5,26,2,98.0,14.0
2012,5,26,3,93.0,14.0
2012,5,26,4,95.0,14.0
2012,5,26,5,138.0,11.0
2012,5,26,6,144.0,14.0
2012,5,26,7,146.0,18.0
2012,5,26,8,156.0,20.0
2012,5,26,9,129.0,22.0
2012,5,26,10,122.0,24.0
2012,5,26,11,104.0,27.0
2012,5,26,12,75.0,30.0
2012,5,26,13,67.0,32.0
2012,5,26,14,46.0,33.0
2012,5,26,15,27.0,33.0
2012,5,26,16,39.0,33.0
2012,5,26,17,32.0,33.0
2012,5,26,18,31.0,32.0
2012,5,26,19,31.0,30.0
2012,5,26,20,36.0,29.0
2012,5,26,21,28.0,28.0
2012,5,26,22,43.0,27.0
2012,5,26,23,56.0,25.0
2012,5,27,0,54.0,22.0
2012,5,27,1,53.0,19.0
2012,5,27,2,58.0,18.0
2012,5,27,3,63.0,16.0
2012,5,27,4,77.0,16.0
2012,5,27,5,79.0,16.0
2012,5,27,6,80.0,19.0
2012,5,27,7,84.0,22.0
2012,5,27,8,101.0,24.0
2012,5,27,9,104.0,25.0
2012,5,27,10,105.0,27.0
2012,5,27,11,134.0,28.0
2012,5,27,12,162.0,29.0
2012,5,27,13,147.0,30.0
2012,5,27,14,133.0,31.0
2012,5,27,15,136.0,31.0
2012,5,27,16,144.0,30.0
2012,5,27,17,149.0,29.0
2012,5,27,18,151.0,29.0
2012,5,27,19,140.0,27.0
2012,5,27,20,138.0,25.0
2012,5,27,21,152.0,24.0
2012,5,27,22,158.0,23.0
2012,5,27,23,139.0,22.0
2012,5,28,0,124.0,21.0
2012,5,28,1,120.0,20.0
2012,5,28,2,133.0,19.0
2012,5,28,3,135.0,19.0
2012,5,28,4,125.0,16.0
2012,5,28,5,137.0,18.0
2012,5,28,6,146.0,20.0
2012,5,28,7,137.0,22.0
2012,5,28,8,,24.0
2012,5,28,9,125.0,25.0
2012,5,28,10,130.0,27.0
2012,5,28,11,136.0,28.0
2012,5,28,12,143.0,29.0
2012,5,28,13,149.0,31.0
2012,5,28,14,152.0,31.0
2012,5,28,15,144.0,32.0
2012,5,28,16,105.0,33.0
2012,5,28,17,87.0,33.0
2012,5,28,18,82.0,32.0
2012,5,28,19,104.0,31.0
2012,5,28,20,125.0,28.0
2012,5,28,21,,28.0
2012,5,28,22,150.0,26.0
2012,5,28,23,134.0,26.0
2012,5,29,0,94.0,25.0
2012,5,29,1,89.0,25.0
2012,5,29,2,97.0,24.0
2012,5,29,3,94.0,23.0
2012,5,29,4,96.0,22.0
2012,5,29,5,101.0,22.0
2012,5,29,6,86.0,23.0
2012,5,29,7,94.0,24.0
2012,5,29,8,102.0,24.0
2012,5,29,9,96.0,25.0
2012,5,29,10,99.0,26.0
2012,5,29,11,104.0,26.0
2012,5,29,12,99.0,27.0
2012,5,29,13,93.0,27.0
2012,5,29,14,105.0,26.0
2012,5,29,15,76.0,21.0
2012,5,29,16,33.0,22.0
2012,5,29,17,26.0,21.0
2012,5,29,18,18.0,20.0
2012,5,29,19,15.0,21.0
2012,5,29,20,15.0,20.0
2012,5,29,21,22.0,18.0
2012,5,29,22,26.0,18.0
2012,5,29,23,15.0,17.0
2012,5,30,0,11.0,16.0
2012,5,30,1,8.0,17.0
2012,5,30,2,16.0,15.0
2012,5,30,3,12.0,15.0
2012,5,30,4,18.0,13.0
2012,5,30,5,14.0,12.0
2012,5,30,6,14.0,18.0
2012,5,30,7,9.0,18.0
2012,5,30,8,6.0,21.0
2012,5,30,9,5.0,23.0
2012,5,30,10,5.0,24.0
2012,5,30,11,6.0,26.0
2012,5,30,12,6.0,26.0
2012,5,30,13,8.0,27.0
2012,5,30,14,11.0,27.0
2012,5,30,15,10.0,27.0
2012,5,30,16,12.0,28.0
2012,5,30,17,14.0,27.0
2012,5,30,18,15.0,27.0
2012,5,30,19,9.0,24.0
2012,5,30,20,16.0,21.0
2012,5,30,21,27.0,19.0
2012,5,30,22,29.0,16.0
2012,5,30,23,43.0,15.0
2012,5,31,0,68.0,15.0
2012,5,31,1,67.0,16.0
2012,5,31,2,60.0,15.0
2012,5,31,3,71.0,13.0
2012,5,31,4,80.0,12.0
2012,5,31,5,122.0,13.0
2012,5,31,6,115.0,15.0
2012,5,31,7,103.0,18.0
2012,5,31,8,82.0,20.0
2012,5,31,9,88.0,21.0
2012,5,31,10,80.0,24.0
2012,5,31,11,87.0,26.0
2012,5,31,12,68.0,27.0
2012,5,31,13,53.0,27.0
2012,5,31,14,37.0,27.0
2012,5,31,15,38.0,27.0
2012,5,31,16,43.0,27.0
2012,5,31,17,51.0,26.0
2012,5,31,18,37.0,18.0
2012,5,31,19,46.0,17.0
2012,5,31,20,43.0,16.0
2012,5,31,21,48.0,16.0
2012,5,31,22,50.0,17.0
2012,5,31,23,40.0,16.0
2012,6,1,0,50.0,17.0
2012,6,1,1,51.0,16.0
2012,6,1,2,55.0,16.0
2012,6,1,3,63.0,17.0
2012,6,1,4,57.0,16.0
2012,6,1,5,58.0,15.0
2012,6,1,6,65.0,16.0
2012,6,1,7,55.0,17.0
2012,6,1,8,53.0,18.0
2012,6,1,9,54.0,18.0
2012,6,1,10,55.0,18.0
2012,6,1,11,55.0,20.0
2012,6,1,12,55.0,22.0
2012,6,1,13,55.0,22.0
2012,6,1,14,52.0,22.0
2012,6,1,15,66.0,22.0
2012,6,1,16,71.0,23.0
2012,6,1,17,83.0,22.0
2012,6,1,18,108.0,21.0
2012,6,1,19,115.0,20.0
2012,6,1,20,121.0,19.0
2012,6,1,21,138.0,19.0
2012,6,1,22,152.0,18.0
2012,6,1,23,151.0,18.0
2012,6,2,0,143.0,17.0
2012,6,2,1,144.0,17.0
2012,6,2,2,149.0,16.0
2012,6,2,3,143.0,17.0
2012,6,2,4,141.0,16.0
2012,6,2,5,145.0,16.0
2012,6,2,6,155.0,17.0
2012,6,2,7,189.0,18.0
2012,6,2,8,180.0,19.0
2012,6,2,9,185.0,20.0
2012,6,2,10,168.0,22.0
2012,6,2,11,158.0,23.0
2012,6,2,12,143.0,25.0
2012,6,2,13,108.0,26.0
2012,6,2,14,69.0,28.0
2012,6,2,15,63.0,29.0
2012,6,2,16,62.0,29.0
2012,6,2,17,63.0,28.0
2012,6,2,18,67.0,28.0
2012,6,2,19,71.0,27.0
2012,6,2,20,95.0,24.0
2012,6,2,21,117.0,23.0
2012,6,2,22,130.0,22.0
2012,6,2,23,146.0,22.0
2012,6,3,0,159.0,22.0
2012,6,3,1,168.0,21.0
2012,6,3,2,178.0,21.0
2012,6,3,3,175.0,20.0
2012,6,3,4,207.0,20.0
2012,6,3,5,233.0,20.0
2012,6,3,6,248.0,20.0
2012,6,3,7,244.0,21.0
2012,6,3,8,237.0,21.0
2012,6,3,9,239.0,22.0
2012,6,3,10,242.0,22.0
2012,6,3,11,246.0,24.0
2012,6,3,12,238.0,25.0
2012,6,3,13,206.0,23.0
2012,6,3,14,216.0,23.0
2012,6,3,15,261.0,23.0
2012,6,3,16,59.0,21.0
2012,6,3,17,39.0,22.0
2012,6,3,18,41.0,22.0
2012,6,3,19,57.0,21.0
2012,6,3,20,63.0,20.0
2012,6,3,21,92.0,20.0
2012,6,3,22,84.0,18.0
2012,6,3,23,80.0,18.0
2012,6,4,0,95.0,17.0
2012,6,4,1,120.0,17.0
2012,6,4,2,135.0,16.0
2012,6,4,3,140.0,16.0
2012,6,4,4,139.0,16.0
2012,6,4,5,141.0,17.0
2012,6,4,6,146.0,17.0
2012,6,4,7,161.0,19.0
2012,6,4,8,167.0,20.0
2012,6,4,9,164.0,23.0
2012,6,4,10,148.0,24.0
2012,6,4,11,135.0,26.0
2012,6,4,12,141.0,28.0
2012,6,4,13,143.0,29.0
2012,6,4,14,154.0,30.0
2012,6,4,15,118.0,30.0
2012,6,4,16,75.0,32.0
2012,6,4,17,66.0,32.0
2012,6,4,18,62.0,32.0
2012,6,4,19,74.0,31.0
2012,6,4,20,61.0,30.0
2012,6,4,21,52.0,29.0
2012,6,4,22,47.0,27.0
2012,6,4,23,56.0,23.0
2012,6,5,0,69.0,22.0
2012,6,5,1,70.0,20.0
2012,6,5,2,72.0,20.0
2012,6,5,3,86.0,20.0
2012,6,5,4,109.0,18.0
2012,6,5,5,97.0,20.0
2012,6,5,6,88.0,22.0
2012,6,5,7,87.0,23.0
2012,6,5,8,76.0,26.0
2012,6,5,9,42.0,29.0
2012,6,5,10,15.0,31.0
2012,6,5,11,13.0,31.0
2012,6,5,12,6.0,33.0
2012,6,5,13,5.0,34.0
2012,6,5,14,8.0,34.0
2012,6,5,15,8.0,34.0
2012,6,5,16,20.0,33.0
2012,6,5,17,47.0,33.0
2012,6,5,18,52.0,31.0
2012,6,5,19,54.0,30.0
2012,6,5,20,46.0,28.0
2012,6,5,21,57.0,27.0
2012,6,5,22,135.0,25.0
2012,6,5,23,166.0,24.0
2012,6,6,0,199.0,23.0
2012,6,6,1,237.0,23.0
2012,6,6,2,219.0,23.0
2012,6,6,3,148.0,22.0
2012,6,6,4,141.0,22.0
2012,6,6,5,122.0,21.0
2012,6,6,6,130.0,21.0
2012,6,6,7,148.0,23.0
2012,6,6,8,167.0,23.0
2012,6,6,9,194.0,24.0
2012,6,6,10,193.0,26.0
2012,6,6,11,191.0,28.0
2012,6,6,12,189.0,29.0
2012,6,6,13,205.0,29.0
2012,6,6,14,203.0,30.0
2012,6,6,15,204.0,31.0
2012,6,6,16,212.0,30.0
2012,6,6,17,168.0,28.0
2012,6,6,18,46.0,27.0
2012,6,6,19,49.0,25.0
2012,6,6,20,45.0,24.0
2012,6,6,21,50.0,22.0
2012,6,6,22,59.0,23.0
2012,6,6,23,56.0,22.0
2012,6,7,0,48.0,22.0
2012,6,7,1,50.0,20.0
2012,6,7,2,43.0,20.0
2012,6,7,3,49.0,20.0
2012,6,7,4,56.0,20.0
2012,6,7,5,50.0,19.0
2012,6,7,6,49.0,20.0
2012,6,7,7,45.0,23.0
2012,6,7,8,38.0,24.0
2012,6,7,9,44.0,26.0
2012,6,7,10,48.0,28.0
2012,6,7,11,50.0,30.0
2012,6,7,12,53.0,31.0
2012,6,7,13,55.0,32.0
2012,6,7,14,61.0,31.0
2012,6,7,15,87.0,31.0
2012,6,7,16,91.0,32.0
2012,6,7,17,101.0,31.0
2012,6,7,18,98.0,30.0
2012,6,7,19,87.0,29.0
2012,6,7,20,80.0,27.0
2012,6,7,21,108.0,26.0
2012,6,7,22,129.0,26.0
2012,6,7,23,29.0,25.0
2012,6,8,0,17.0,24.0
2012,6,8,1,23.0,23.0
2012,6,8,2,101.0,22.0
2012,6,8,3,99.0,21.0
2012,6,8,4,85.0,20.0
2012,6,8,5,90.0,21.0
2012,6,8,6,81.0,21.0
2012,6,8,7,82.0,21.0
2012,6,8,8,103.0,23.0
2012,6,8,9,107.0,26.0
2012,6,8,10,121.0,27.0
2012,6,8,11,111.0,28.0
2012,6,8,12,98.0,30.0
2012,6,8,13,82.0,32.0
2012,6,8,14,63.0,33.0
2012,6,8,15,56.0,34.0
2012,6,8,16,56.0,34.0
2012,6,8,17,33.0,33.0
2012,6,8,18,36.0,32.0
2012,6,8,19,46.0,30.0
2012,6,8,20,58.0,28.0
2012,6,8,21,74.0,28.0
2012,6,8,22,69.0,26.0
2012,6,8,23,73.0,26.0
2012,6,9,0,71.0,25.0
2012,6,9,1,82.0,24.0
2012,6,9,2,75.0,23.0
2012,6,9,3,93.0,22.0
2012,6,9,4,110.0,22.0
2012,6,9,5,161.0,21.0
2012,6,9,6,197.0,22.0
2012,6,9,7,189.0,22.0
2012,6,9,8,186.0,24.0
2012,6,9,9,192.0,25.0
2012,6,9,10,178.0,27.0
2012,6,9,11,181.0,29.0
2012,6,9,12,177.0,30.0
2012,6,9,13,178.0,31.0
2012,6,9,14,140.0,33.0
2012,6,9,15,116.0,35.0
2012,6,9,16,104.0,33.0
2012,6,9,17,66.0,20.0
2012,6,9,18,23.0,20.0
2012,6,9,19,29.0,21.0
2012,6,9,20,33.0,21.0
2012,6,9,21,32.0,20.0
2012,6,9,22,38.0,19.0
2012,6,9,23,34.0,19.0
2012,6,10,0,47.0,19.0
2012,6,10,1,33.0,19.0
2012,6,10,2,24.0,20.0
2012,6,10,3,8.0,19.0
2012,6,10,4,8.0,18.0
2012,6,10,5,7.0,17.0
2012,6,10,6,8.0,18.0
2012,6,10,7,10.0,18.0
2012,6,10,8,8.0,21.0
2012,6,10,9,13.0,24.0
2012,6,10,10,14.0,25.0
2012,6,10,11,9.0,26.0
2012,6,10,12,6.0,27.0
2012,6,10,13,7.0,26.0
2012,6,10,14,10.0,25.0
2012,6,10,15,10.0,29.0
2012,6,10,16,6.0,29.0
2012,6,10,17,2.0,29.0
2012,6,10,18,1.0,29.0
2012,6,10,19,7.0,28.0
2012,6,10,20,18.0,26.0
2012,6,10,21,18.0,24.0
2012,6,10,22,20.0,24.0
2012,6,10,23,21.0,24.0
2012,6,11,0,26.0,23.0
2012,6,11,1,27.0,22.0
2012,6,11,2,30.0,21.0
2012,6,11,3,33.0,16.0
2012,6,11,4,34.0,13.0
2012,6,11,5,37.0,14.0
2012,6,11,6,33.0,16.0
2012,6,11,7,54.0,20.0
2012,6,11,8,52.0,22.0
2012,6,11,9,38.0,24.0
2012,6,11,10,31.0,27.0
2012,6,11,11,13.0,30.0
2012,6,11,12,8.0,32.0
2012,6,11,13,15.0,32.0
2012,6,11,14,12.0,32.0
2012,6,11,15,16.0,33.0
2012,6,11,16,9.0,33.0
2012,6,11,17,13.0,33.0
2012,6,11,18,12.0,32.0
2012,6,11,19,12.0,30.0
2012,6,11,20,12.0,25.0
2012,6,11,21,22.0,21.0
2012,6,11,22,68.0,24.0
2012,6,11,23,75.0,21.0
2012,6,12,0,60.0,20.0
2012,6,12,1,75.0,17.0
2012,6,12,2,81.0,18.0
2012,6,12,3,71.0,17.0
2012,6,12,4,44.0,19.0
2012,6,12,5,23.0,16.0
2012,6,12,6,23.0,19.0
2012,6,12,7,24.0,22.0
2012,6,12,8,13.0,25.0
2012,6,12,9,11.0,27.0
2012,6,12,10,7.0,28.0
2012,6,12,11,4.0,28.0
2012,6,12,12,3.0,29.0
2012,6,12,13,4.0,29.0
2012,6,12,14,6.0,30.0
2012,6,12,15,7.0,30.0
2012,6,12,16,6.0,30.0
2012,6,12,17,5.0,30.0
2012,6,12,18,3.0,29.0
2012,6,12,19,15.0,27.0
2012,6,12,20,23.0,25.0
2012,6,12,21,10.0,23.0
2012,6,12,22,11.0,23.0
2012,6,12,23,7.0,22.0
2012,6,13,0,11.0,21.0
2012,6,13,1,10.0,19.0
2012,6,13,2,15.0,20.0
2012,6,13,3,29.0,20.0
2012,6,13,4,58.0,19.0
2012,6,13,5,73.0,19.0
2012,6,13,6,96.0,19.0
2012,6,13,7,112.0,21.0
2012,6,13,8,130.0,22.0
2012,6,13,9,135.0,24.0
2012,6,13,10,152.0,23.0
2012,6,13,11,148.0,24.0
2012,6,13,12,80.0,26.0
2012,6,13,13,86.0,26.0
2012,6,13,14,99.0,27.0
2012,6,13,15,62.0,26.0
2012,6,13,16,65.0,25.0
2012,6,13,17,61.0,25.0
2012,6,13,18,54.0,25.0
2012,6,13,19,48.0,24.0
2012,6,13,20,60.0,20.0
2012,6,13,21,40.0,20.0
2012,6,13,22,36.0,20.0
2012,6,13,23,17.0,20.0
2012,6,14,0,17.0,20.0
2012,6,14,1,15.0,20.0
2012,6,14,2,12.0,19.0
2012,6,14,3,11.0,17.0
2012,6,14,4,13.0,17.0
2012,6,14,5,13.0,17.0
2012,6,14,6,16.0,19.0
2012,6,14,7,10.0,20.0
2012,6,14,8,14.0,20.0
2012,6,14,9,8.0,23.0
2012,6,14,10,5.0,23.0
2012,6,14,11,6.0,26.0
2012,6,14,12,7.0,26.0
2012,6,14,13,17.0,26.0
2012,6,14,14,8.0,28.0
2012,6,14,15,8.0,27.0
2012,6,14,16,7.0,27.0
2012,6,14,17,5.0,26.0
2012,6,14,18,6.0,25.0
2012,6,14,19,11.0,23.0
2012,6,14,20,10.0,20.0
2012,6,14,21,8.0,19.0
2012,6,14,22,7.0,19.0
2012,6,14,23,7.0,18.0
2012,6,15,0,11.0,19.0
2012,6,15,1,11.0,17.0
2012,6,15,2,21.0,17.0
2012,6,15,3,15.0,17.0
2012,6,15,4,9.0,16.0
2012,6,15,5,14.0,17.0
2012,6,15,6,16.0,18.0
2012,6,15,7,11.0,24.0
2012,6,15,8,12.0,25.0
2012,6,15,9,9.0,26.0
2012,6,15,10,6.0,26.0
2012,6,15,11,4.0,26.0
2012,6,15,12,12.0,27.0
2012,6,15,13,16.0,29.0
2012,6,15,14,6.0,29.0
2012,6,15,15,6.0,30.0
2012,6,15,16,6.0,29.0
2012,6,15,17,9.0,27.0
2012,6,15,18,,27.0
2012,6,15,19,,27.0
2012,6,15,20,,25.0
2012,6,15,21,,24.0
2012,6,15,22,,24.0
2012,6,15,23,,21.0
2012,6,16,0,16.0,19.0
2012,6,16,1,11.0,18.0
2012,6,16,2,31.0,17.0
2012,6,16,3,34.0,16.0
2012,6,16,4,31.0,16.0
2012,6,16,5,76.0,17.0
2012,6,16,6,37.0,20.0
2012,6,16,7,25.0,23.0
2012,6,16,8,16.0,26.0
2012,6,16,9,15.0,27.0
2012,6,16,10,15.0,29.0
2012,6,16,11,12.0,31.0
2012,6,16,12,11.0,33.0
2012,6,16,13,12.0,35.0
2012,6,16,14,12.0,35.0
2012,6,16,15,16.0,36.0
2012,6,16,16,17.0,34.0
2012,6,16,17,16.0,28.0
2012,6,16,18,21.0,28.0
2012,6,16,19,25.0,29.0
2012,6,16,20,29.0,25.0
2012,6,16,21,37.0,25.0
2012,6,16,22,38.0,27.0
2012,6,16,23,30.0,24.0
2012,6,17,0,35.0,20.0
2012,6,17,1,53.0,21.0
2012,6,17,2,58.0,19.0
2012,6,17,3,49.0,20.0
2012,6,17,4,43.0,20.0
2012,6,17,5,42.0,20.0
2012,6,17,6,38.0,20.0
2012,6,17,7,46.0,23.0
2012,6,17,8,49.0,25.0
2012,6,17,9,54.0,29.0
2012,6,17,10,65.0,29.0
2012,6,17,11,87.0,31.0
2012,6,17,12,111.0,34.0
2012,6,17,13,104.0,36.0
2012,6,17,14,127.0,37.0
2012,6,17,15,113.0,38.0
2012,6,17,16,103.0,38.0
2012,6,17,17,96.0,37.0
2012,6,17,18,96.0,37.0
2012,6,17,19,93.0,36.0
2012,6,17,20,96.0,35.0
2012,6,17,21,86.0,29.0
2012,6,17,22,79.0,27.0
2012,6,17,23,99.0,25.0
2012,6,18,0,101.0,29.0
2012,6,18,1,113.0,28.0
2012,6,18,2,111.0,27.0
2012,6,18,3,118.0,27.0
2012,6,18,4,116.0,25.0
2012,6,18,5,126.0,24.0
2012,6,18,6,133.0,24.0
2012,6,18,7,154.0,25.0
2012,6,18,8,144.0,26.0
2012,6,18,9,145.0,28.0
2012,6,18,10,151.0,29.0
2012,6,18,11,153.0,30.0
2012,6,18,12,155.0,29.0
2012,6,18,13,154.0,29.0
2012,6,18,14,160.0,31.0
2012,6,18,15,164.0,32.0
2012,6,18,16,202.0,31.0
2012,6,18,17,216.0,30.0
2012,6,18,18,232.0,29.0
2012,6,18,19,254.0,29.0
2012,6,18,20,255.0,28.0
2012,6,18,21,257.0,26.0
2012,6,18,22,305.0,25.0
2012,6,18,23,266.0,25.0
2012,6,19,0,259.0,24.0
2012,6,19,1,236.0,23.0
2012,6,19,2,219.0,23.0
2012,6,19,3,185.0,22.0
2012,6,19,4,164.0,22.0
2012,6,19,5,147.0,21.0
2012,6,19,6,139.0,21.0
2012,6,19,7,132.0,22.0
2012,6,19,8,140.0,24.0
2012,6,19,9,150.0,25.0
2012,6,19,10,135.0,26.0
2012,6,19,11,157.0,28.0
2012,6,19,12,,29.0
2012,6,19,13,161.0,30.0
2012,6,19,14,166.0,30.0
2012,6,19,15,208.0,30.0
2012,6,19,16,275.0,30.0
2012,6,19,17,259.0,28.0
2012,6,19,18,225.0,28.0
2012,6,19,19,204.0,27.0
2012,6,19,20,228.0,27.0
2012,6,19,21,139.0,25.0
2012,6,19,22,117.0,24.0
2012,6,19,23,160.0,24.0
2012,6,20,0,277.0,23.0
2012,6,20,1,296.0,23.0
2012,6,20,2,287.0,22.0
2012,6,20,3,338.0,21.0
2012,6,20,4,289.0,20.0
2012,6,20,5,237.0,20.0
2012,6,20,6,,21.0
2012,6,20,7,135.0,23.0
2012,6,20,8,111.0,24.0
2012,6,20,9,94.0,26.0
2012,6,20,10,82.0,27.0
2012,6,20,11,72.0,29.0
2012,6,20,12,83.0,28.0
2012,6,20,13,92.0,29.0
2012,6,20,14,101.0,30.0
2012,6,20,15,113.0,30.0
2012,6,20,16,130.0,31.0
2012,6,20,17,226.0,30.0
2012,6,20,18,306.0,29.0
2012,6,20,19,164.0,28.0
2012,6,20,20,175.0,27.0
2012,6,20,21,175.0,26.0
2012,6,20,22,171.0,26.0
2012,6,20,23,202.0,25.0
2012,6,21,0,185.0,24.0
2012,6,21,1,209.0,23.0
2012,6,21,2,214.0,23.0
2012,6,21,3,192.0,22.0
2012,6,21,4,191.0,21.0
2012,6,21,5,203.0,21.0
2012,6,21,6,293.0,21.0
2012,6,21,7,284.0,22.0
2012,6,21,8,193.0,25.0
2012,6,21,9,183.0,26.0
2012,6,21,10,165.0,28.0
2012,6,21,11,166.0,29.0
2012,6,21,12,153.0,30.0
2012,6,21,13,154.0,31.0
2012,6,21,14,153.0,31.0
2012,6,21,15,,32.0
2012,6,21,16,163.0,31.0
2012,6,21,17,182.0,31.0
2012,6,21,18,230.0,30.0
2012,6,21,19,210.0,29.0
2012,6,21,20,183.0,28.0
2012,6,21,21,191.0,25.0
2012,6,21,22,60.0,23.0
2012,6,21,23,52.0,21.0
2012,6,22,0,,20.0
2012,6,22,1,65.0,20.0
2012,6,22,2,71.0,20.0
2012,6,22,3,83.0,20.0
2012,6,22,4,84.0,20.0
2012,6,22,5,88.0,20.0
2012,6,22,6,86.0,21.0
2012,6,22,7,87.0,22.0
2012,6,22,8,85.0,23.0
2012,6,22,9,80.0,25.0
2012,6,22,10,61.0,25.0
2012,6,22,11,85.0,25.0
2012,6,22,12,110.0,25.0
2012,6,22,13,125.0,27.0
2012,6,22,14,156.0,27.0
2012,6,22,15,160.0,28.0
2012,6,22,16,165.0,28.0
2012,6,22,17,145.0,27.0
2012,6,22,18,148.0,26.0
2012,6,22,19,109.0,25.0
2012,6,22,20,98.0,25.0
2012,6,22,21,105.0,24.0
2012,6,22,22,111.0,24.0
2012,6,22,23,111.0,23.0
2012,6,23,0,127.0,23.0
2012,6,23,1,138.0,23.0
2012,6,23,2,146.0,22.0
2012,6,23,3,164.0,22.0
2012,6,23,4,173.0,21.0
2012,6,23,5,181.0,21.0
2012,6,23,6,187.0,22.0
2012,6,23,7,182.0,23.0
2012,6,23,8,159.0,24.0
2012,6,23,9,140.0,24.0
2012,6,23,10,136.0,24.0
2012,6,23,11,138.0,25.0
2012,6,23,12,142.0,25.0
2012,6,23,13,152.0,25.0
2012,6,23,14,165.0,25.0
2012,6,23,15,167.0,25.0
2012,6,23,16,173.0,26.0
2012,6,23,17,178.0,26.0
2012,6,23,18,190.0,26.0
2012,6,23,19,189.0,26.0
2012,6,23,20,205.0,26.0
2012,6,23,21,218.0,26.0
2012,6,23,22,224.0,24.0
2012,6,23,23,101.0,24.0
2012,6,24,0,186.0,23.0
2012,6,24,1,249.0,23.0
2012,6,24,2,,23.0
2012,6,24,3,238.0,23.0
2012,6,24,4,229.0,23.0
2012,6,24,5,215.0,23.0
2012,6,24,6,170.0,23.0
2012,6,24,7,166.0,23.0
2012,6,24,8,162.0,23.0
2012,6,24,9,145.0,24.0
2012,6,24,10,127.0,24.0
2012,6,24,11,132.0,24.0
2012,6,24,12,143.0,24.0
2012,6,24,13,163.0,23.0
2012,6,24,14,168.0,23.0
2012,6,24,15,130.0,24.0
2012,6,24,16,140.0,24.0
2012,6,24,17,162.0,24.0
2012,6,24,18,196.0,24.0
2012,6,24,19,143.0,24.0
2012,6,24,20,140.0,23.0
2012,6,24,21,144.0,22.0
2012,6,24,22,144.0,22.0
2012,6,24,23,69.0,22.0
2012,6,25,0,75.0,21.0
2012,6,25,1,71.0,21.0
2012,6,25,2,70.0,21.0
2012,6,25,3,61.0,21.0
2012,6,25,4,73.0,20.0
2012,6,25,5,75.0,20.0
2012,6,25,6,86.0,20.0
2012,6,25,7,98.0,21.0
2012,6,25,8,94.0,22.0
2012,6,25,9,90.0,23.0
2012,6,25,10,76.0,24.0
2012,6,25,11,80.0,25.0
2012,6,25,12,91.0,26.0
2012,6,25,13,95.0,26.0
2012,6,25,14,101.0,26.0
2012,6,25,15,118.0,26.0
2012,6,25,16,135.0,26.0
2012,6,25,17,147.0,26.0
2012,6,25,18,131.0,26.0
2012,6,25,19,128.0,25.0
2012,6,25,20,88.0,25.0
2012,6,25,21,60.0,24.0
2012,6,25,22,62.0,24.0
2012,6,25,23,73.0,24.0
2012,6,26,0,64.0,24.0
2012,6,26,1,132.0,23.0
2012,6,26,2,138.0,23.0
2012,6,26,3,131.0,23.0
2012,6,26,4,131.0,23.0
2012,6,26,5,134.0,22.0
2012,6,26,6,127.0,22.0
2012,6,26,7,116.0,23.0
2012,6,26,8,120.0,23.0
2012,6,26,9,111.0,23.0
2012,6,26,10,108.0,24.0
2012,6,26,11,107.0,26.0
2012,6,26,12,115.0,25.0
2012,6,26,13,118.0,25.0
2012,6,26,14,121.0,27.0
2012,6,26,15,150.0,27.0
2012,6,26,16,149.0,28.0
2012,6,26,17,131.0,27.0
2012,6,26,18,126.0,26.0
2012,6,26,19,100.0,25.0
2012,6,26,20,59.0,24.0
2012,6,26,21,57.0,24.0
2012,6,26,22,47.0,24.0
2012,6,26,23,44.0,23.0
2012,6,27,0,48.0,22.0
2012,6,27,1,51.0,22.0
2012,6,27,2,66.0,21.0
2012,6,27,3,77.0,21.0
2012,6,27,4,110.0,21.0
2012,6,27,5,127.0,21.0
2012,6,27,6,130.0,21.0
2012,6,27,7,139.0,24.0
2012,6,27,8,111.0,24.0
2012,6,27,9,96.0,25.0
2012,6,27,10,62.0,26.0
2012,6,27,11,51.0,27.0
2012,6,27,12,44.0,27.0
2012,6,27,13,58.0,28.0
2012,6,27,14,63.0,28.0
2012,6,27,15,70.0,28.0
2012,6,27,16,72.0,27.0
2012,6,27,17,46.0,27.0
2012,6,27,18,31.0,26.0
2012,6,27,19,36.0,25.0
2012,6,27,20,39.0,25.0
2012,6,27,21,51.0,24.0
2012,6,27,22,41.0,24.0
2012,6,27,23,34.0,23.0
2012,6,28,0,34.0,23.0
2012,6,28,1,43.0,22.0
2012,6,28,2,51.0,22.0
2012,6,28,3,59.0,22.0
2012,6,28,4,59.0,22.0
2012,6,28,5,53.0,21.0
2012,6,28,6,52.0,21.0
2012,6,28,7,63.0,21.0
2012,6,28,8,60.0,21.0
2012,6,28,9,74.0,20.0
2012,6,28,10,86.0,21.0
2012,6,28,11,89.0,21.0
2012,6,28,12,84.0,21.0
2012,6,28,13,106.0,22.0
2012,6,28,14,128.0,22.0
2012,6,28,15,174.0,23.0
2012,6,28,16,208.0,23.0
2012,6,28,17,194.0,23.0
2012,6,28,18,218.0,22.0
2012,6,28,19,202.0,21.0
2012,6,28,20,178.0,22.0
2012,6,28,21,174.0,22.0
2012,6,28,22,175.0,22.0
2012,6,28,23,151.0,21.0
2012,6,29,0,129.0,21.0
